Player,Team,Season,PPG,REB,AST,STL
Jaden Hardy,DAL,2022-23,8.8,1.9,1.4,0.4
Jaden Hardy,DAL,2023-24,7.3,1.8,1.5,0.3
Jaden Hardy,DAL,2024-25,8.7,1.6,1.4,0.5
Jazian Gortman,DAL,2024-25,1.5,0.3,0.4,0.1
Josh Green,DAL,2022-23,9.1,3.0,1.7,0.7
Josh Green,DAL,2023-24,8.2,3.2,2.3,0.8
Justin Holiday,DAL,2022-23,4.4,1.8,0.9,0.8
Kai Jones,DAL,2024-25,11.4,6.6,1.3,0.8
Kemba Walker,DAL,2022-23,8.0,1.8,2.1,0.2
Kessler Edwards,DAL,2024-25,4.2,2.9,1.1,0.5
Klay Thompson,DAL,2024-25,14.0,3.4,2.0,0.7
Kylor Kelley,DAL,2024-25,3.0,2.6,0.3,0.0
Kyrie Irving,DAL,2022-23,27.0,5.0,6.0,1.3
Kyrie Irving,DAL,2023-24,25.6,5.0,5.2,1.3
Kyrie Irving,DAL,2024-25,24.7,4.8,4.6,1.3
Luka Dončić,DAL,2022-23,32.4,8.6,8.0,1.4
Luka Dončić,DAL,2023-24,33.9,9.2,9.8,1.4
Luka Dončić,DAL,2024-25,28.1,8.3,7.8,2.0
Markieff Morris,DAL,2022-23,4.5,1.5,0.8,0.1
Markieff Morris,DAL,2023-24,2.5,1.5,0.6,0.2
Markieff Morris,DAL,2024-25,1.7,1.1,0.6,0.1
Max Christie,DAL,2024-25,11.2,4.2,2.5,0.9
Maxi Kleber,DAL,2022-23,5.9,3.6,1.4,0.3
Maxi Kleber,DAL,2023-24,4.4,3.3,1.6,0.4
Maxi Kleber,DAL,2024-25,3.0,2.8,1.3,0.3
McKinley Wright IV,DAL,2022-23,4.2,1.7,2.1,0.3
Moses Brown,DAL,2024-25,11.8,7.8,0.5,1.0
Naji Marshall,DAL,2024-25,13.2,4.8,3.0,1.0
Olivier-Maxence Prosper,DAL,2023-24,3.0,2.0,0.6,0.2
Olivier-Maxence Prosper,DAL,2024-25,3.9,2.4,0.8,0.5
P.J. Washington,DAL,2023-24,11.7,6.2,1.5,1.2
P.J. Washington,DAL,2024-25,14.7,7.8,2.3,1.1
Quentin Grimes,DAL,2024-25,10.2,3.8,2.1,0.7
Reggie Bullock,DAL,2022-23,7.2,3.6,1.4,0.7
Richaun Holmes,DAL,2023-24,3.4,3.4,0.7,0.1
Seth Curry,DAL,2023-24,4.3,1.4,0.8,0.5
Spencer Dinwiddie,DAL,2022-23,17.7,3.1,5.3,0.7
Spencer Dinwiddie,DAL,2024-25,11.0,2.6,4.4,0.9
Team Totals,DAL,2022-23,114.2,38.8,22.9,6.3
Team Totals,DAL,2023-24,117.9,42.9,25.7,6.9
Team Totals,DAL,2024-25,114.2,43.0,25.2,7.8
Theo Pinson,DAL,2022-23,2.4,1.6,1.2,0.2
Tim Hardaway Jr.,DAL,2022-23,14.4,3.5,1.8,0.7
Tim Hardaway Jr.,DAL,2023-24,14.4,3.2,1.8,0.5
Tyler Dorsey,DAL,2022-23,3.0,0.7,0.0,0.0
Aaron Gordon,DEN,2022-23,16.3,6.6,3.0,0.8
Aaron Gordon,DEN,2023-24,13.9,6.5,3.5,0.8
Aaron Gordon,DEN,2024-25,14.7,4.8,3.2,0.5
Bones Hyland,DEN,2022-23,12.1,2.0,3.0,0.7
Braxton Key,DEN,2023-24,1.1,0.9,0.5,0.1
Bruce Brown,DEN,2022-23,11.5,4.1,3.4,1.1
Christian Braun,DEN,2022-23,4.7,2.4,0.8,0.5
Christian Braun,DEN,2023-24,7.3,3.7,1.6,0.5
Christian Braun,DEN,2024-25,15.4,5.2,2.6,1.1
Collin Gillespie,DEN,2023-24,3.6,0.9,1.1,0.5
Dario Šarić,DEN,2024-25,3.5,3.1,1.4,0.4
Davon Reed,DEN,2022-23,2.3,1.6,0.5,0.4
DeAndre Jordan,DEN,2022-23,5.1,5.2,0.9,0.3
DeAndre Jordan,DEN,2023-24,3.9,4.4,0.7,0.2
DeAndre Jordan,DEN,2024-25,3.7,5.1,0.9,0.3
Hunter Tyson,DEN,2023-24,1.1,0.5,0.1,0.1
Hunter Tyson,DEN,2024-25,2.6,1.5,0.4,0.2
Ish Smith,DEN,2022-23,2.5,1.3,2.3,0.2
Jack White,DEN,2022-23,1.2,1.0,0.2,0.2
Jalen Pickett,DEN,2023-24,1.6,0.5,0.8,0.1
Jalen Pickett,DEN,2024-25,4.1,1.4,2.2,0.4
Jamal Murray,DEN,2022-23,20.0,4.0,6.2,1.0
Jamal Murray,DEN,2023-24,21.2,4.1,6.5,1.0
Jamal Murray,DEN,2024-25,21.4,3.9,6.0,1.4
Jay Huff,DEN,2023-24,1.2,0.6,0.1,0.1
Jeff Green,DEN,2022-23,7.8,2.6,1.2,0.3
Julian Strawther,DEN,2023-24,4.5,1.2,0.9,0.3
Julian Strawther,DEN,2024-25,9.0,2.2,1.3,0.6
Justin Holiday,DEN,2023-24,4.0,1.2,1.2,0.6
Kentavious Caldwell-Pope,DEN,2022-23,10.8,2.7,2.4,1.5
Kentavious Caldwell-Pope,DEN,2023-24,10.1,2.4,2.4,1.3
Michael Porter Jr.,DEN,2022-23,17.4,5.5,1.0,0.6
Michael Porter Jr.,DEN,2023-24,16.7,7.0,1.5,0.5
Michael Porter Jr.,DEN,2024-25,18.2,7.0,2.1,0.6
Nikola Jokić,DEN,2022-23,24.5,11.8,9.8,1.3
Nikola Jokić,DEN,2023-24,26.4,12.4,9.0,1.4
Nikola Jokić,DEN,2024-25,29.6,12.7,10.2,1.8
PJ Hall,DEN,2024-25,1.7,1.2,0.2,0.0
Peyton Watson,DEN,2022-23,3.3,1.6,0.5,0.1
Peyton Watson,DEN,2023-24,6.7,3.2,1.1,0.5
Peyton Watson,DEN,2024-25,8.1,3.4,1.4,0.7
Reggie Jackson,DEN,2022-23,7.9,1.8,3.1,0.6
Reggie Jackson,DEN,2023-24,10.2,1.9,3.8,0.5
Russell Westbrook,DEN,2024-25,13.3,4.9,6.1,1.4
Spencer Jones,DEN,2024-25,1.3,0.9,0.3,0.3
Team Totals,DEN,2022-23,115.8,43.0,28.9,7.5
Team Totals,DEN,2023-24,114.9,44.4,29.5,7.1
Team Totals,DEN,2024-25,120.8,45.7,31.0,8.0
Thomas Bryant,DEN,2022-23,4.6,3.3,0.1,0.1
Trey Alexander,DEN,2024-25,1.3,0.5,0.5,0.1
Vlatko Čančar,DEN,2022-23,5.0,2.1,1.3,0.4
Vlatko Čančar,DEN,2024-25,1.8,2.5,0.7,0.2
Zeke Nnaji,DEN,2022-23,5.2,2.6,0.3,0.3
Zeke Nnaji,DEN,2023-24,3.2,2.2,0.6,0.3
Zeke Nnaji,DEN,2024-25,3.2,1.6,0.4,0.4
Alec Burks,DET,2022-23,12.8,3.1,2.2,0.7
Alec Burks,DET,2023-24,12.6,2.6,1.6,0.5
Alondes Williams,DET,2024-25,5.0,0.0,1.0,0.0
Ausar Thompson,DET,2023-24,8.8,6.4,1.9,1.1
Ausar Thompson,DET,2024-25,10.1,5.1,2.3,1.7
Bobi Klintman,DET,2024-25,1.9,0.9,0.9,0.3
Bojan Bogdanović,DET,2022-23,21.6,3.8,2.6,0.6
Bojan Bogdanović,DET,2023-24,20.2,3.4,2.5,0.8
Braxton Key,DET,2022-23,1.3,0.3,0.0,0.0
Buddy Boeheim,DET,2022-23,1.6,0.6,0.4,0.2
Buddy Boeheim,DET,2023-24,3.4,1.0,0.3,0.0
Cade Cunningham,DET,2022-23,19.9,6.2,6.0,0.8
Cade Cunningham,DET,2023-24,22.7,4.3,7.5,0.9
Cade Cunningham,DET,2024-25,26.1,6.1,9.1,1.0
Chimezie Metu,DET,2023-24,10.5,6.0,1.9,1.7
Cole Swider,DET,2024-25,0.0,1.0,0.5,0.0
Cory Joseph,DET,2022-23,6.9,1.7,3.5,0.5
Danilo Gallinari,DET,2023-24,8.7,2.3,2.0,0.3
Daniss Jenkins,DET,2024-25,1.0,0.3,0.4,0.0
Dennis Schröder,DET,2024-25,10.8,2.6,5.3,0.5
Eugene Omoruyi,DET,2022-23,9.7,3.5,1.0,0.8
Evan Fournier,DET,2023-24,7.2,1.9,1.6,0.9
Hamidou Diallo,DET,2022-23,9.3,3.5,1.0,0.9
Isaiah Livers,DET,2022-23,6.7,2.8,0.8,0.5
Isaiah Livers,DET,2023-24,5.0,2.1,1.1,0.6
Isaiah Stewart,DET,2022-23,11.3,8.1,1.4,0.4
Isaiah Stewart,DET,2023-24,10.9,6.6,1.6,0.4
Isaiah Stewart,DET,2024-25,6.0,5.5,1.7,0.4
Jaden Ivey,DET,2022-23,16.3,3.9,5.2,0.8
Jaden Ivey,DET,2023-24,15.4,3.4,3.8,0.7
Jaden Ivey,DET,2024-25,17.6,4.1,4.0,0.9
Jalen Duren,DET,2022-23,9.1,8.9,1.1,0.7
Jalen Duren,DET,2023-24,13.8,11.6,2.4,0.5
Jalen Duren,DET,2024-25,11.8,10.3,2.7,0.7
James Wiseman,DET,2022-23,12.7,8.1,0.7,0.2
James Wiseman,DET,2023-24,7.1,5.3,0.9,0.2
Jared Rhoden,DET,2022-23,3.2,2.6,0.3,0.3
Jared Rhoden,DET,2023-24,4.9,1.9,0.8,0.2
Jaylen Nowell,DET,2023-24,7.5,2.5,0.8,0.3
Joe Harris,DET,2023-24,2.4,0.8,0.6,0.2
Kevin Knox,DET,2022-23,5.6,2.6,0.4,0.3
Kevin Knox,DET,2023-24,7.2,2.4,0.7,0.4
Killian Hayes,DET,2022-23,10.3,2.9,6.2,1.4
Killian Hayes,DET,2023-24,6.9,2.8,4.9,0.9
Lindy Waters III,DET,2024-25,3.4,1.0,0.7,0.4
Malachi Flynn,DET,2023-24,8.0,1.8,2.1,0.8
Malcolm Cazalon,DET,2023-24,0.0,0.0,0.0,0.0
Malik Beasley,DET,2024-25,16.3,2.6,1.7,0.9
Marcus Sasser,DET,2023-24,8.3,1.8,3.3,0.6
Marcus Sasser,DET,2024-25,6.6,1.2,2.3,0.6
Marvin Bagley III,DET,2022-23,12.0,6.4,0.9,0.5
Marvin Bagley III,DET,2023-24,10.2,4.5,1.0,0.2
Mike Muscala,DET,2023-24,3.5,2.2,0.8,0.2
Monte Morris,DET,2023-24,4.5,2.0,1.3,0.2
Nerlens Noel,DET,2022-23,2.3,2.6,0.5,0.9
Paul Reed,DET,2024-25,4.1,2.7,1.0,0.9
Quentin Grimes,DET,2023-24,5.3,2.0,2.3,0.8
R.J. Hampton,DET,2022-23,7.3,2.3,1.0,0.5
Rodney McGruder,DET,2022-23,5.7,2.3,0.9,0.5
Ron Harper Jr.,DET,2024-25,4.0,7.0,2.0,0.0
Ron Holland,DET,2024-25,6.4,2.7,1.0,0.6
Saddiq Bey,DET,2022-23,14.8,4.7,1.6,1.0
Shake Milton,DET,2023-24,6.8,4.5,1.5,0.5
Simone Fontecchio,DET,2023-24,15.4,4.4,1.8,0.9
Simone Fontecchio,DET,2024-25,5.9,2.9,0.9,0.4
Stanley Umude,DET,2022-23,2.0,0.0,0.0,1.0
Stanley Umude,DET,2023-24,5.3,2.1,0.5,0.3
Taj Gibson,DET,2023-24,4.5,2.3,0.5,0.3
Team Totals,DET,2022-23,110.3,42.4,23.0,7.0
Team Totals,DET,2023-24,109.9,43.3,25.5,6.5
Team Totals,DET,2024-25,115.5,44.8,26.4,8.0
Tim Hardaway Jr.,DET,2024-25,11.0,2.4,1.6,0.5
Tobias Harris,DET,2024-25,13.7,5.9,2.2,1.0
Tolu Smith,DET,2024-25,14.0,8.0,0.0,0.0
Tosan Evbuomwan,DET,2023-24,7.0,3.5,0.8,0.5
Troy Brown Jr.,DET,2023-24,4.2,3.3,1.1,0.7
Wendell Moore Jr.,DET,2024-25,3.2,2.2,1.2,0.5
Andre Iguodala,GSW,2022-23,2.1,2.1,2.4,0.5
Andrew Wiggins,GSW,2022-23,17.1,5.0,2.3,1.2
Andrew Wiggins,GSW,2023-24,13.2,4.5,1.7,0.6
Andrew Wiggins,GSW,2024-25,17.6,4.6,2.4,0.9
Anthony Lamb,GSW,2022-23,6.7,3.5,1.5,0.5
Brandin Podziemski,GSW,2023-24,9.2,5.8,3.7,0.8
Brandin Podziemski,GSW,2024-25,11.7,5.1,3.4,1.1
Braxton Key,GSW,2024-25,1.0,0.7,0.0,0.7
Buddy Hield,GSW,2024-25,11.1,3.2,1.6,0.8
Chris Paul,GSW,2023-24,9.2,3.9,6.8,1.2
Cory Joseph,GSW,2023-24,2.4,1.2,1.6,0.2
Dario Šarić,GSW,2023-24,8.0,4.4,2.3,0.5
De'Anthony Melton,GSW,2024-25,10.3,3.3,2.8,1.2
Dennis Schröder,GSW,2024-25,10.6,2.3,4.4,1.0
Donte DiVincenzo,GSW,2022-23,9.4,4.5,3.5,1.3
Draymond Green,GSW,2022-23,8.5,7.2,6.8,1.0
Draymond Green,GSW,2023-24,8.6,7.2,6.0,1.0
Draymond Green,GSW,2024-25,9.0,6.1,5.6,1.5
Gary Payton II,GSW,2022-23,5.7,4.3,1.1,0.9
Gary Payton II,GSW,2023-24,5.5,2.6,1.1,0.9
Gary Payton II,GSW,2024-25,6.5,3.0,1.3,0.8
Gui Santos,GSW,2023-24,3.6,2.1,0.6,0.2
Gui Santos,GSW,2024-25,4.1,3.1,1.4,0.4
JaMychal Green,GSW,2022-23,6.4,3.6,0.9,0.4
Jackson Rowe,GSW,2024-25,3.7,1.8,0.7,0.7
James Wiseman,GSW,2022-23,6.9,3.5,0.7,0.1
Jerome Robinson,GSW,2023-24,1.4,0.3,0.2,0.0
Jimmy Butler,GSW,2024-25,17.9,5.5,5.9,1.7
Jonathan Kuminga,GSW,2022-23,9.9,3.4,1.9,0.6
Jonathan Kuminga,GSW,2023-24,16.1,4.8,2.2,0.7
Jonathan Kuminga,GSW,2024-25,15.3,4.6,2.2,0.8
Jordan Poole,GSW,2022-23,20.4,2.7,4.5,0.8
Kevin Knox,GSW,2024-25,3.3,1.2,0.4,0.1
Kevon Looney,GSW,2022-23,7.0,9.3,2.5,0.6
Kevon Looney,GSW,2023-24,4.5,5.7,1.8,0.4
Kevon Looney,GSW,2024-25,4.5,6.1,1.6,0.6
Klay Thompson,GSW,2022-23,21.9,4.1,2.4,0.7
Klay Thompson,GSW,2023-24,17.9,3.3,2.3,0.6
Kyle Anderson,GSW,2024-25,5.3,3.1,2.3,0.7
Lester Quiñones,GSW,2022-23,2.5,0.8,0.5,0.3
Lester Quiñones,GSW,2023-24,4.4,1.9,1.0,0.2
Lindy Waters III,GSW,2024-25,5.5,2.5,1.1,0.6
Moses Moody,GSW,2022-23,4.8,1.7,0.8,0.3
Moses Moody,GSW,2023-24,8.1,3.0,0.9,0.6
Moses Moody,GSW,2024-25,9.8,2.6,1.3,0.8
Pat Spencer,GSW,2023-24,0.7,0.7,0.8,0.0
Pat Spencer,GSW,2024-25,2.5,1.2,1.2,0.4
Patrick Baldwin Jr.,GSW,2022-23,3.9,1.3,0.4,0.2
Quinten Post,GSW,2024-25,8.1,3.5,1.3,0.4
Reece Beekman,GSW,2024-25,1.0,0.5,0.5,0.5
Ryan Rollins,GSW,2022-23,1.9,1.0,0.5,0.1
Stephen Curry,GSW,2022-23,29.4,6.1,6.3,0.9
Stephen Curry,GSW,2023-24,26.4,4.5,5.1,0.7
Stephen Curry,GSW,2024-25,24.5,4.4,6.0,1.1
Team Totals,GSW,2022-23,118.9,44.6,29.8,7.2
Team Totals,GSW,2023-24,117.8,46.7,29.3,7.0
Team Totals,GSW,2024-25,113.8,45.4,29.1,9.4
Trayce Jackson-Davis,GSW,2023-24,7.9,5.0,1.2,0.4
Trayce Jackson-Davis,GSW,2024-25,6.6,5.0,1.7,0.4
Ty Jerome,GSW,2022-23,6.9,1.7,3.0,0.5
Usman Garuba,GSW,2023-24,0.5,1.2,0.2,0.2
Yuri Collins,GSW,2024-25,1.0,1.5,2.0,1.0
Aaron Holiday,HOU,2023-24,6.6,1.6,1.8,0.5
Aaron Holiday,HOU,2024-25,5.5,1.3,1.3,0.3
Alperen Şengün,HOU,2022-23,14.8,9.0,3.9,0.9
Alperen Şengün,HOU,2023-24,21.1,9.3,5.0,1.2
Alperen Şengün,HOU,2024-25,19.1,10.3,4.9,1.1
Amen Thompson,HOU,2023-24,9.5,6.6,2.6,1.3
Amen Thompson,HOU,2024-25,14.1,8.2,3.8,1.4
Boban Marjanović,HOU,2022-23,3.3,1.9,0.3,0.2
Boban Marjanović,HOU,2023-24,3.2,2.3,0.4,0.1
Bruno Fernando,HOU,2022-23,4.1,3.9,1.0,0.2
Cam Whitmore,HOU,2023-24,12.3,3.8,0.7,0.6
Cam Whitmore,HOU,2024-25,9.4,3.0,1.0,0.6
Daishen Nix,HOU,2022-23,4.0,1.7,2.3,0.5
Darius Days,HOU,2022-23,3.8,1.5,0.3,0.0
David Roddy,HOU,2024-25,4.3,1.7,0.7,0.0
Dillon Brooks,HOU,2023-24,12.7,3.4,1.7,0.9
Dillon Brooks,HOU,2024-25,14.0,3.7,1.7,0.8
Eric Gordon,HOU,2022-23,13.1,2.1,2.9,0.6
Frank Kaminsky,HOU,2022-23,1.8,1.6,1.1,0.1
Fred VanVleet,HOU,2023-24,17.4,3.8,8.1,1.4
Fred VanVleet,HOU,2024-25,14.1,3.7,5.6,1.6
Garrison Mathews,HOU,2022-23,4.8,1.4,0.5,0.5
Jabari Smith Jr.,HOU,2022-23,12.8,7.2,1.3,0.5
Jabari Smith Jr.,HOU,2023-24,13.7,8.1,1.6,0.7
Jabari Smith Jr.,HOU,2024-25,12.2,7.0,1.1,0.4
Jack McVeigh,HOU,2024-25,1.6,0.6,0.1,0.0
Jae'Sean Tate,HOU,2022-23,9.1,3.8,2.7,0.7
Jae'Sean Tate,HOU,2023-24,4.1,3.0,1.0,0.6
Jae'Sean Tate,HOU,2024-25,3.6,2.3,0.9,0.5
Jalen Green,HOU,2022-23,22.1,3.7,3.7,0.8
Jalen Green,HOU,2023-24,19.6,5.2,3.5,0.8
Jalen Green,HOU,2024-25,21.0,4.6,3.4,0.9
Jeff Green,HOU,2023-24,6.5,2.3,0.9,0.2
Jeff Green,HOU,2024-25,5.4,1.8,0.6,0.2
Jermaine Samuels,HOU,2023-24,1.4,0.9,0.2,0.1
Jock Landale,HOU,2023-24,4.9,3.1,1.2,0.4
Jock Landale,HOU,2024-25,4.8,3.3,0.9,0.3
Josh Christopher,HOU,2022-23,5.8,1.1,1.1,0.5
KJ Martin,HOU,2022-23,12.7,5.5,1.5,0.5
Kevin Porter Jr.,HOU,2022-23,19.2,5.3,5.7,1.4
N'Faly Dante,HOU,2024-25,6.0,5.3,0.5,0.3
Nate Hinton,HOU,2023-24,2.2,1.5,0.7,0.2
Nate Williams,HOU,2023-24,2.9,1.0,0.3,0.2
Nate Williams,HOU,2024-25,3.3,0.7,0.5,0.4
Reed Sheppard,HOU,2024-25,4.4,1.5,1.4,0.7
Reggie Bullock,HOU,2023-24,2.2,1.7,0.3,0.3
Steven Adams,HOU,2024-25,3.9,5.6,1.1,0.4
Tari Eason,HOU,2022-23,9.3,6.0,1.1,1.2
Tari Eason,HOU,2023-24,9.8,7.0,1.2,1.4
Tari Eason,HOU,2024-25,12.0,6.4,1.5,1.7
Team Totals,HOU,2022-23,110.7,46.3,22.4,7.3
Team Totals,HOU,2023-24,114.3,45.5,24.8,7.8
Team Totals,HOU,2024-25,114.3,48.5,23.3,8.4
Trevor Hudgins,HOU,2022-23,1.8,0.0,0.6,0.0
TyTy Washington Jr.,HOU,2022-23,4.7,1.5,1.5,0.5
Usman Garuba,HOU,2022-23,3.0,4.1,0.9,0.6
Aaron Nesmith,IND,2022-23,10.1,3.8,1.3,0.8
Aaron Nesmith,IND,2023-24,12.2,3.8,1.5,0.9
Aaron Nesmith,IND,2024-25,12.0,4.0,1.2,0.8
Andrew Nembhard,IND,2022-23,9.5,2.7,4.5,0.9
Andrew Nembhard,IND,2023-24,9.2,2.1,4.1,0.9
Andrew Nembhard,IND,2024-25,10.0,3.3,5.0,1.2
Ben Sheppard,IND,2023-24,4.4,1.6,0.9,0.6
Ben Sheppard,IND,2024-25,5.3,2.8,1.3,0.6
Bennedict Mathurin,IND,2022-23,16.7,4.1,1.5,0.6
Bennedict Mathurin,IND,2023-24,14.5,4.0,2.0,0.6
Bennedict Mathurin,IND,2024-25,16.1,5.3,1.9,0.7
Bruce Brown,IND,2023-24,12.1,4.7,3.0,1.1
Buddy Hield,IND,2022-23,16.8,5.0,2.8,1.2
Buddy Hield,IND,2023-24,12.0,3.2,2.7,0.8
Chris Duarte,IND,2022-23,7.9,2.5,1.4,0.5
Daniel Theis,IND,2022-23,7.0,3.1,1.3,0.3
Daniel Theis,IND,2023-24,2.0,0.0,0.0,0.0
Doug McDermott,IND,2023-24,4.2,0.6,0.7,0.3
Enrique Freeman,IND,2024-25,2.1,1.4,0.4,0.1
Gabe York,IND,2022-23,8.0,2.0,1.7,0.7
George Hill,IND,2022-23,5.2,1.6,1.9,0.6
Goga Bitadze,IND,2022-23,3.3,2.3,0.9,0.4
Isaiah Jackson,IND,2022-23,7.2,4.5,0.8,0.5
Isaiah Jackson,IND,2023-24,6.5,4.0,0.8,0.6
Isaiah Jackson,IND,2024-25,7.0,5.6,1.0,0.6
Isaiah Wong,IND,2023-24,2.0,0.0,0.0,0.0
Jahlil Okafor,IND,2024-25,0.0,1.0,1.0,0.0
Jalen Smith,IND,2022-23,9.4,5.8,1.0,0.3
Jalen Smith,IND,2023-24,9.9,5.5,1.0,0.3
James Johnson,IND,2022-23,2.8,1.7,0.8,0.4
James Johnson,IND,2023-24,0.9,0.4,0.9,0.6
James Johnson,IND,2024-25,0.7,0.5,0.3,0.0
James Wiseman,IND,2024-25,6.0,1.0,0.0,0.0
Jarace Walker,IND,2023-24,3.6,1.9,1.2,0.5
Jarace Walker,IND,2024-25,6.1,3.1,1.5,0.7
Johnny Furphy,IND,2024-25,2.1,1.4,0.4,0.4
Jordan Nwora,IND,2022-23,13.0,4.7,2.1,0.5
Jordan Nwora,IND,2023-24,5.2,1.8,1.0,0.3
Kendall Brown,IND,2022-23,1.5,1.0,0.5,0.7
Kendall Brown,IND,2023-24,1.4,0.3,0.3,0.0
Moses Brown,IND,2024-25,3.2,1.4,0.0,0.2
Myles Turner,IND,2022-23,18.0,7.5,1.4,0.6
Myles Turner,IND,2023-24,17.1,6.9,1.3,0.5
Myles Turner,IND,2024-25,15.6,6.5,1.5,0.8
Obi Toppin,IND,2023-24,10.3,3.9,1.6,0.6
Obi Toppin,IND,2024-25,10.5,4.0,1.6,0.6
Oscar Tshiebwe,IND,2023-24,3.3,2.0,0.3,0.3
Oshae Brissett,IND,2022-23,6.1,3.4,0.7,0.5
Pascal Siakam,IND,2023-24,21.3,7.8,3.7,0.8
Pascal Siakam,IND,2024-25,20.2,6.9,3.4,0.9
Quenton Jackson,IND,2023-24,0.7,1.3,0.7,0.3
Quenton Jackson,IND,2024-25,5.8,1.6,1.9,0.8
RayJ Dennis,IND,2024-25,2.7,1.1,1.3,0.6
T.J. McConnell,IND,2022-23,8.7,3.1,5.3,1.1
T.J. McConnell,IND,2023-24,10.2,2.7,5.5,1.0
T.J. McConnell,IND,2024-25,9.1,2.4,4.4,1.1
Team Totals,IND,2022-23,116.3,41.5,27.0,7.7
Team Totals,IND,2023-24,123.3,41.5,30.8,7.7
Team Totals,IND,2024-25,117.4,41.8,29.2,8.5
Terry Taylor,IND,2022-23,2.7,1.5,0.4,0.1
Thomas Bryant,IND,2024-25,6.9,3.9,0.9,0.5
Tony Bradley,IND,2024-25,4.4,3.0,0.4,0.1
Trevelin Queen,IND,2022-23,3.0,2.4,0.9,0.3
Tristen Newton,IND,2024-25,0.6,0.0,0.2,0.0
Tyrese Haliburton,IND,2022-23,20.7,3.7,10.4,1.6
Tyrese Haliburton,IND,2023-24,20.1,3.9,10.9,1.2
Tyrese Haliburton,IND,2024-25,18.6,3.5,9.2,1.4
Amir Coffey,LAC,2022-23,3.4,1.1,1.1,0.1
Amir Coffey,LAC,2023-24,6.6,2.1,1.1,0.6
Amir Coffey,LAC,2024-25,9.7,2.2,1.1,0.6
Ben Simmons,LAC,2024-25,2.9,3.8,3.1,0.7
Bogdan Bogdanović,LAC,2024-25,11.4,3.1,3.2,0.7
Bones Hyland,LAC,2022-23,10.8,3.5,3.4,0.8
Bones Hyland,LAC,2023-24,6.9,1.5,2.5,0.7
Bones Hyland,LAC,2024-25,7.2,1.2,1.4,0.9
Brandon Boston Jr.,LAC,2022-23,6.5,1.4,0.9,0.4
Brandon Boston Jr.,LAC,2023-24,5.2,1.6,0.4,0.3
Cam Christie,LAC,2024-25,1.4,0.9,0.5,0.4
Daniel Theis,LAC,2023-24,6.3,4.1,1.0,0.4
Derrick Jones Jr.,LAC,2024-25,10.1,3.4,0.8,1.0
Drew Eubanks,LAC,2024-25,2.7,2.4,0.4,0.1
Eric Gordon,LAC,2022-23,11.0,1.7,2.1,0.6
Ivica Zubac,LAC,2022-23,10.8,9.9,1.0,0.4
Ivica Zubac,LAC,2023-24,11.7,9.2,1.4,0.3
Ivica Zubac,LAC,2024-25,16.8,12.6,2.7,0.7
James Harden,LAC,2023-24,16.6,5.1,8.5,1.1
James Harden,LAC,2024-25,22.8,5.8,8.7,1.5
Jason Preston,LAC,2022-23,2.9,1.6,1.9,0.1
John Wall,LAC,2022-23,11.4,2.7,5.2,0.8
Jordan Miller,LAC,2023-24,1.6,0.6,0.0,0.0
Jordan Miller,LAC,2024-25,4.1,1.6,0.9,0.5
Joshua Primo,LAC,2023-24,1.0,0.5,0.0,0.0
KJ Martin,LAC,2023-24,5.0,1.5,0.5,1.0
Kai Jones,LAC,2024-25,2.2,1.6,0.4,0.2
Kawhi Leonard,LAC,2022-23,23.8,6.5,3.9,1.4
Kawhi Leonard,LAC,2023-24,23.7,6.1,3.6,1.6
Kawhi Leonard,LAC,2024-25,21.5,5.9,3.1,1.6
Kevin Porter Jr.,LAC,2024-25,9.3,3.6,3.2,1.0
Kobe Brown,LAC,2023-24,2.0,1.4,0.6,0.3
Kobe Brown,LAC,2024-25,1.9,1.6,0.6,0.2
Kris Dunn,LAC,2024-25,6.4,3.4,2.8,1.7
Luke Kennard,LAC,2022-23,7.8,2.4,1.1,0.5
MarJon Beauchamp,LAC,2024-25,4.0,1.0,0.7,0.0
Marcus Morris,LAC,2022-23,11.2,4.0,1.8,0.6
Mason Plumlee,LAC,2022-23,7.5,6.9,1.7,0.5
Mason Plumlee,LAC,2023-24,5.3,5.1,1.2,0.3
Mo Bamba,LAC,2024-25,4.6,4.3,0.6,0.3
Moses Brown,LAC,2022-23,4.6,4.1,0.1,0.1
Moussa Diabaté,LAC,2022-23,2.7,2.3,0.2,0.3
Moussa Diabaté,LAC,2023-24,2.6,2.2,0.4,0.5
Nicolas Batum,LAC,2022-23,6.1,3.8,1.6,0.7
Nicolas Batum,LAC,2023-24,2.7,2.3,1.7,1.0
Nicolas Batum,LAC,2024-25,4.0,2.8,1.1,0.7
Norman Powell,LAC,2022-23,17.0,2.9,1.8,0.8
Norman Powell,LAC,2023-24,13.9,2.6,1.1,0.6
Norman Powell,LAC,2024-25,21.8,3.2,2.1,1.2
P.J. Tucker,LAC,2023-24,1.6,2.5,0.6,0.5
Patrick Baldwin Jr.,LAC,2024-25,3.0,1.5,0.5,0.0
Patty Mills,LAC,2024-25,3.1,0.1,0.4,0.1
Paul George,LAC,2022-23,23.8,6.1,5.1,1.5
Paul George,LAC,2023-24,22.6,5.2,3.5,1.5
Reggie Jackson,LAC,2022-23,10.9,2.2,3.5,0.7
Robert Covington,LAC,2022-23,6.0,3.5,1.2,0.8
Robert Covington,LAC,2023-24,3.0,2.7,2.3,2.0
Russell Westbrook,LAC,2022-23,15.8,4.9,7.6,1.1
